Left-Shoulder,118,68,0045.jpg
Left-Elbow,96,75,0045.jpg
Left-Hand,93,105,0045.jpg
Head,139,43,0045.jpg
Head,136,57,0050.jpg
Torso,118,102,0050.jpg
Right-Shoulder,123,85,0050.jpg
Right-Elbow,133,112,0050.jpg
Right-Hand,140,89,0050.jpg
Left-Shoulder,115,81,0050.jpg
Left-Elbow,101,97,0050.jpg
Left-Hand,110,113,0050.jpg
Right-Hip,121,129,0050.jpg
Right-Knee,124,170,0050.jpg
Right-Foot,89,196,0050.jpg
Left-Hip,127,129,0050.jpg
Left-Knee,160,158,0050.jpg
Left-Foot,157,198,0050.jpg
Left-Foot,92,195,0060.jpg
Left-Knee,130,177,0060.jpg
Left-Hip,125,137,0060.jpg
Right-Hip,130,136,0060.jpg
Right-Knee,154,174,0060.jpg
Right-Foot,148,216,0060.jpg
Torso,123,104,0060.jpg
Right-Shoulder,121,86,0060.jpg
Right-Elbow,110,110,0060.jpg
Right-Hand,139,110,0060.jpg
Left-Hand,142,117,0060.jpg
Left-Elbow,119,106,0060.jpg
Left-Shoulder,127,88,0060.jpg
Head,135,60,0060.jpg
Head,124,42,0065.jpg
Torso,113,89,0065.jpg
Right-Shoulder,123,72,0065.jpg
Right-Elbow,154,78,0065.jpg
Right-Hand,142,72,0065.jpg
Left-Shoulder,110,66,0065.jpg
Left-Elbow,83,61,0065.jpg
Left-Hand,74,91,0065.jpg
Right-Hip,121,120,0065.jpg
Right-Knee,124,163,0065.jpg
Right-Foot,99,200,0065.jpg
Left-Hip,125,119,0065.jpg
Left-Knee,164,123,0065.jpg
Left-Foot,180,158,0065.jpg
Left-Foot,138,214,0070.jpg
Left-Knee,143,172,0070.jpg
Left-Hip,122,132,0070.jpg
Right-Hip,121,132,0070.jpg
Right-Knee,138,172,0070.jpg
Right-Foot,113,200,0070.jpg
Right-Hand,126,129,0070.jpg
Right-Elbow,104,105,0070.jpg
Right-Shoulder,113,85,0070.jpg
Left-Shoulder,120,84,0070.jpg
Left-Elbow,129,115,0070.jpg
Left-Hand,145,103,0070.jpg
Torso,117,104,0070.jpg
Head,126,57,0070.jpg
Head,165,55,0080.jpg
Torso,155,102,0080.jpg
Right-Shoulder,160,83,0080.jpg
Right-Elbow,177,109,0080.jpg
Right-Hand,174,83,0080.jpg
Left-Shoulder,150,78,0080.jpg
Left-Elbow,127,83,0080.jpg
Left-Hand,132,114,0080.jpg
Right-Hip,161,131,0080.jpg
Right-Knee,187,175,0080.jpg
Right-Foot,185,216,0080.jpg
Left-Hip,158,132,0080.jpg
Left-Knee,175,164,0080.jpg
Left-Foot,163,201,0080.jpg
Left-Foot,212,184,0085.jpg
Left-Knee,219,144,0085.jpg
Left-Hip,184,121,0085.jpg
Right-Hip,183,121,0085.jpg
Right-Knee,202,165,0085.jpg
Right-Foot,189,206,0085.jpg
Torso,174,93,0085.jpg
Right-Shoulder,181,77,0085.jpg
Right-Elbow,207,89,0085.jpg
Right-Hand,197,79,0085.jpg
Left-Shoulder,168,69,0085.jpg
Left-Elbow,143,74,0085.jpg
Left-Hand,145,104,0085.jpg
Head,183,43,0085.jpg
Head,186,46,0090.jpg
Torso,178,97,0090.jpg
Right-Shoulder,183,77,0090.jpg
Right-Elbow,206,98,0090.jpg
Right-Hand,197,80,0090.jpg
Left-Shoulder,171,71,0090.jpg
Left-Elbow,148,81,0090.jpg
Left-Hand,160,108,0090.jpg
Right-Hip,182,122,0090.jpg
Right-Knee,202,167,0090.jpg
Right-Foot,188,208,0090.jpg
Left-Foot,203,193,0090.jpg
Left-Knee,208,158,0090.jpg
Left-Hip,186,122,0090.jpg
