Torso,128,122,Walk (7).jpeg
Right-Shoulder,112,108,Walk (7).jpeg
Right-Elbow,100,125,Walk (7).jpeg
Right-Hand,107,145,Walk (7).jpeg
Left-Hand,157,135,Walk (7).jpeg
Right-Hip,100,147,Walk (7).jpeg
Right-Knee,126,167,Walk (7).jpeg
Right-Foot,118,190,Walk (7).jpeg
Left-Foot,112,201,Walk (7).jpeg
Left-Knee,126,181,Walk (7).jpeg
Left-Hip,133,166,Walk (7).jpeg
Head,138,54,Walk (8).jpeg
Tail-2,51,118,Walk (8).jpeg
Tail-1,86,141,Walk (8).jpeg
Torso,127,117,Walk (8).jpeg
Right-Hand,94,137,Walk (8).jpeg
Right-Elbow,95,117,Walk (8).jpeg
Right-Shoulder,110,104,Walk (8).jpeg
Left-Hand,161,121,Walk (8).jpeg
Right-Foot,137,189,Walk (8).jpeg
Right-Knee,134,161,Walk (8).jpeg
Right-Hip,100,139,Walk (8).jpeg
Left-Foot,83,193,Walk (8).jpeg
Left-Knee,109,175,Walk (8).jpeg
Left-Hip,128,160,Walk (8).jpeg
Head,138,54,Walk (9).jpeg
Tail-1,85,142,Walk (9).jpeg
Tail-2,49,118,Walk (9).jpeg
Torso,126,118,Walk (9).jpeg
Right-Shoulder,109,103,Walk (9).jpeg
Right-Elbow,95,117,Walk (9).jpeg
Right-Hand,96,137,Walk (9).jpeg
Left-Hand,161,120,Walk (9).jpeg
Right-Hip,100,140,Walk (9).jpeg
Right-Knee,134,163,Walk (9).jpeg
Right-Foot,141,189,Walk (9).jpeg
Left-Foot,87,194,Walk (9).jpeg
Left-Knee,110,175,Walk (9).jpeg
Left-Hip,128,164,Walk (9).jpeg
Head,142,59,Walk (10).jpeg
Tail-2,48,129,Walk (10).jpeg
Tail-1,83,145,Walk (10).jpeg
Torso,130,123,Walk (10).jpeg
Right-Hand,107,144,Walk (10).jpeg
Right-Elbow,100,125,Walk (10).jpeg
Right-Shoulder,113,108,Walk (10).jpeg
Left-Hand,158,136,Walk (10).jpeg
Right-Foot,126,195,Walk (10).jpeg
Right-Knee,127,171,Walk (10).jpeg
Right-Hip,98,147,Walk (10).jpeg
Left-Foot,114,196,Walk (10).jpeg
Left-Knee,131,178,Walk (10).jpeg
Left-Hip,145,161,Walk (10).jpeg
